# flux   dens met   OH    logU
  0.226  2.0  0.014 8.515 -2.0
  0.116  2.0  0.014 8.515 -1.5
  0.075  2.0  0.014 8.515 -1.0
  8.428  2.0  0.02  8.67  -4.0
  5.019  2.0  0.02  8.67  -3.5
  2.318  2.0  0.02  8.67  -3.0
  0.904  2.0  0.02  8.67  -2.5
  0.356  2.0  0.02  8.67  -2.0
  0.179  2.0  0.02  8.67  -1.5
  0.117  2.0  0.02  8.67  -1.0
  12.874 2.0  0.04  8.971 -4.0
  9.409  2.0  0.04  8.971 -3.5
  5.221  2.0  0.04  8.971 -3.0
  2.366  2.0  0.04  8.971 -2.5
  1.076  2.0  0.04  8.971 -2.0
  0.548  2.0  0.04  8.971 -1.5
  0.328  2.0  0.04  8.971 -1.0
  0.784  3.0  0.002 7.67  -4.0
  0.381  3.0  0.002 7.67  -3.5
  0.161  3.0  0.002 7.67  -3.0
  0.064  3.0  0.002 7.67  -2.5
  0.026  3.0  0.002 7.67  -2.0
  0.012  3.0  0.002 7.67  -1.5
  0.006  3.0  0.002 7.67  -1.0
  1.163  3.0  0.003 7.846 -4.0
  0.567  3.0  0.003 7.846 -3.5
  0.239  3.0  0.003 7.846 -3.0
  0.095  3.0  0.003 7.846 -2.5
  0.04   3.0  0.003 7.846 -2.0
  0.019  3.0  0.003 7.846 -1.5
  0.01   3.0  0.003 7.846 -1.0
  1.524  3.0  0.004 7.971 -4.0
  0.747  3.0  0.004 7.971 -3.5
  0.315  3.0  0.004 7.971 -3.0
  0.124  3.0  0.004 7.971 -2.5
  0.052  3.0  0.004 7.971 -2.0
  0.025  3.0  0.004 7.971 -1.5
  0.014  3.0  0.004 7.971 -1.0
  2.265  3.0  0.006 8.147 -4.0
  1.126  3.0  0.006 8.147 -3.5
  0.475  3.0  0.006 8.147 -3.0
  0.185  3.0  0.006 8.147 -2.5
  0.078  3.0  0.006 8.147 -2.0
  0.039  3.0  0.006 8.147 -1.5
  0.024  3.0  0.006 8.147 -1.0
  2.977  3.0  0.008 8.272 -4.0
  1.502  3.0  0.008 8.272 -3.5
  0.634  3.0  0.008 8.272 -3.0
  0.244  3.0  0.008 8.272 -2.5
  0.103  3.0  0.008 8.272 -2.0
  0.054  3.0  0.008 8.272 -1.5
  0.034  3.0  0.008 8.272 -1.0
  3.651  3.0  0.01  8.369 -4.0
  1.872  3.0  0.01  8.369 -3.5
  0.794  3.0  0.01  8.369 -3.0
  0.303  3.0  0.01  8.369 -2.5
  0.127  3.0  0.01  8.369 -2.0
  0.067  3.0  0.01  8.369 -1.5
  0.043  3.0  0.01  8.369 -1.0
  4.973  3.0  0.014 8.515 -4.0
  2.653  3.0  0.014 8.515 -3.5
  1.142  3.0  0.014 8.515 -3.0
  0.433  3.0  0.014 8.515 -2.5
  0.18   3.0  0.014 8.515 -2.0
  0.097  3.0  0.014 8.515 -1.5
  0.065  3.0  0.014 8.515 -1.0
  6.735  3.0  0.02  8.67  -4.0
  3.854  3.0  0.02  8.67  -3.5
  1.743  3.0  0.02  8.67  -3.0
  0.681  3.0  0.02  8.67  -2.5
  0.276  3.0  0.02  8.67  -2.0
  0.148  3.0  0.02  8.67  -1.5
  0.101  3.0  0.02  8.67  -1.0
  10.985 3.0  0.04  8.971 -4.0
  7.619  3.0  0.04  8.971 -3.5
  4.099  3.0  0.04  8.971 -3.0
  1.862  3.0  0.04  8.971 -2.5
  0.868  3.0  0.04  8.971 -2.0
  0.451  3.0  0.04  8.971 -1.5
  0.291  3.0  0.04  8.971 -1.0
  0.505  4.0  0.002 7.67  -4.0
  0.242  4.0  0.002 7.67  -3.5
  0.103  4.0  0.002 7.67  -3.0
  0.042  4.0  0.002 7.67  -2.5
  0.018  4.0  0.002 7.67  -2.0
  0.008  4.0  0.002 7.67  -1.5
  0.005  4.0  0.002 7.67  -1.0
  0.745  4.0  0.003 7.846 -4.0
  0.358  4.0  0.003 7.846 -3.5
  0.153  4.0  0.003 7.846 -3.0
  0.062  4.0  0.003 7.846 -2.5
  0.027  4.0  0.003 7.846 -2.0
  0.013  4.0  0.003 7.846 -1.5
  0.007  4.0  0.003 7.846 -1.0
  0.971  4.0  0.004 7.971 -4.0
  0.468  4.0  0.004 7.971 -3.5
  0.199  4.0  0.004 7.971 -3.0
  0.081  4.0  0.004 7.971 -2.5
  0.035  4.0  0.004 7.971 -2.0
  0.017  4.0  0.004 7.971 -1.5
  0.01   4.0  0.004 7.971 -1.0
  1.433  4.0  0.006 8.147 -4.0
  0.697  4.0  0.006 8.147 -3.5
  0.296  4.0  0.006 8.147 -3.0
  0.119  4.0  0.006 8.147 -2.5
  0.052  4.0  0.006 8.147 -2.0
  0.027  4.0  0.006 8.147 -1.5
  0.017  4.0  0.006 8.147 -1.0
  1.87   4.0  0.008 8.272 -4.0
  0.917  4.0  0.008 8.272 -3.5
  0.39   4.0  0.008 8.272 -3.0
  0.156  4.0  0.008 8.272 -2.5
  0.069  4.0  0.008 8.272 -2.0
  0.037  4.0  0.008 8.272 -1.5
  0.024  4.0  0.008 8.272 -1.0
  2.277  4.0  0.01  8.369 -4.0
  1.128  4.0  0.01  8.369 -3.5
  0.48   4.0  0.01  8.369 -3.0
  0.19   4.0  0.01  8.369 -2.5
  0.084  4.0  0.01  8.369 -2.0
  0.046  4.0  0.01  8.369 -1.5
  0.031  4.0  0.01  8.369 -1.0
  3.087  4.0  0.014 8.515 -4.0
  1.566  4.0  0.014 8.515 -3.5
  0.67   4.0  0.014 8.515 -3.0
  0.262  4.0  0.014 8.515 -2.5
  0.116  4.0  0.014 8.515 -2.0
  0.066  4.0  0.014 8.515 -1.5
  0.046  4.0  0.014 8.515 -1.0
  4.213  4.0  0.02  8.67  -4.0
  2.25   4.0  0.02  8.67  -3.5
  0.99   4.0  0.02  8.67  -3.0
  0.389  4.0  0.02  8.67  -2.5
  0.169  4.0  0.02  8.67  -2.0
  0.098  4.0  0.02  8.67  -1.5
  0.07   4.0  0.02  8.67  -1.0
  7.258  4.0  0.04  8.971 -4.0
  4.656  4.0  0.04  8.971 -3.5
  2.399  4.0  0.04  8.971 -3.0
  1.091  4.0  0.04  8.971 -2.5
  0.517  4.0  0.04  8.971 -2.0
  0.279  4.0  0.04  8.971 -1.5
  0.2    4.0  0.04  8.971 -1.0
